[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 10 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 523 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 546 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 565 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 524 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 545 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 583 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 566 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 612 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 611 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 623 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 584 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 663 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 624 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 697 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 707 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 708 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 698 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 664 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 746 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 877 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 745 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 878 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 844 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 843 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 944 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 943 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 945 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 947 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 963 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 964 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 976 | TC_APLICADO: 7.898

[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 997 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1112 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1163 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1182 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1199 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1200 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1201 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1245 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1214 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1252 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1246 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1343 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1344 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1251 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1371 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1383 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1395 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1384 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1469 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1470 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1538 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1568 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1719 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1666 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1665 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1732 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1733 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1735 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1778 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1833 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1873 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1939 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1940 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1874 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1945 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1993 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1946 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 1994 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2118 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2031 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2159 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2160 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2128 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2318 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2265 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2332 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2345 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2346 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2428 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2450 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2449 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2587 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2600 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2599 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2619 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2588 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2620 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2791 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2719 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2720 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2622 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2819 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2820 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2824 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2855 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2856 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2823 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2875 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2921 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2973 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 2922 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3043 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3049 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3054 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3050 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3048 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3053 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3059 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3060 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3068 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3067 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3072 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3083 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3084 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3134 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3158 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3133 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3157 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3171 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3172 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3241 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3231 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3252 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3265 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3266 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3275 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3311 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3325 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3339 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3353 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3340 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3360 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3491 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3551 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3587 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3588 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3623 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3552 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3624 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3632 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3669 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3670 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3680 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3767 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3768 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3835 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3847 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3836 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3848 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3888 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3933 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3878 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3887 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3946 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3956 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3993 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3958 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3994 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 3957 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4005 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4034 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4033 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4022 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4035 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4121 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4072 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4036 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4122 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4158 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4202 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4207 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4213 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4234 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4373 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4303 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4376 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4425 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4426 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4448 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4496 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4450 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4565 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4590 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4566 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4627 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4684 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4717 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4718 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4782 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4783 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4784 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4787 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4788 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4833 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4892 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4882 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4806 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4935 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4900 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4899 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4923 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4936 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 4956 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5051 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5023 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5091 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5095 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5096 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5112 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5148 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5154 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5153 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5263 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5267 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5362 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5361 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5418 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5344 | TC_APLICADO: 7.898
[2026-03-28 12:55:20] - BANCO_ID: 1 | CUENTA_ID: 5432 | TC_APLICADO: 7.898
